PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Qiao, YB; Ascani, A; Morrison, A				Qiao, Yibo; Ascani, Andrea; Morrison, Andrea			External linkages and regional diversification in China: The role of foreign multinational enterprises	ENVIRONMENT AND PLANNING A-ECONOMY AND SPACE												This article investigates the role of local external linkages in supporting regional industry entry in new activities, by specifically considering the role of foreign multinational enterprises (MNEs). Theoretically, we construct an original conceptual framework encompassing different potential trajectories of regional diversification based on the presence of MNEs. Empirically, we focus on the case of 279 Chinese prefectures over 1998-2007 and our results suggest that the presence of MNEs is associated with industry entry in unrelated and complex industries, supporting the idea that regional external linkages can activate processes of diversification that modify the technological and industrial portfolio of local economies.						Morrison, Andrea/0000-0002-1878-6780													0308-518X	1472-3409				2024 FEB 6	2024										10.1177/0308518X231223621	http://dx.doi.org/10.1177/0308518X231223621		FEB 2024											WOS:001157724900001
J	De Clercq, D; Fatima, T; Jahanzeb, S				De Clercq, Dirk; Fatima, Tasneem; Jahanzeb, Sadia			The link between interpersonal conflict and knowledge hiding: mediated by relatedness need frustration, moderated by narcissistic rivalry	INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT												Purpose The purpose of this study is to investigate the relationship between employees' experience of interpersonal conflict and their engagement in knowledge hiding, according to a mediating effect of their relatedness need frustration and a moderating effect of their narcissistic rivalry. Design/methodology/approach The tests of the hypotheses rely on three-wave, time-lagged data collected among employees in Pakistan. Findings A critical reason that emotion-based fights stimulate people to conceal valuable knowledge from their coworkers is that these employees believe their needs for belongingness or relatedness are not being met. This mediating role of relatedness need frustration is particularly salient among employees who are self-centered and see others as rivals, with no right to fight with or give them a hard time. Practical implications The findings indicate how organizations might mitigate the risk that negative relationship dynamics among their employees escalate into dysfunctional knowledge hiding behavior. They should work to hire and retain employees who are benevolent and encourage them to see colleagues as allies instead of rivals. Originality/value This research unpacks the link between interpersonal conflict and knowledge hiding by explicating the unexplored roles of two critical factors (relatedness need frustration and narcissistic rivalry) in this relationship.					Fatima, Tasneem/HJH-1693-2023; jahanzeb, sadia/AED-1315-2022	Fatima, Tasneem/0000-0001-7145-362X; jahanzeb, sadia/0000-0002-7522-9403													1044-4068	1758-8545				MAY 6	2022	33	3					494	518		10.1108/IJCMA-05-2021-0072	http://dx.doi.org/10.1108/IJCMA-05-2021-0072		JAN 2022											WOS:000748594500001
J	M'Chirgui, Z				M'Chirgui, Zouhaier			Determinants of success in setting standards coalition: empirical evidence from the standard war of the blue laser DVDs	APPLIED ECONOMICS LETTERS												This article examines what determines the success of a standard coalition. We test empirically for network effect, experience effect, and industrial and geographical relatedness in the Blu-ray versus HD-DVD standard war.																			1350-4851	1466-4291				JAN 2	2015	22	1					20	24		10.1080/13504851.2014.894624	http://dx.doi.org/10.1080/13504851.2014.894624													WOS:000344596300004
J	De Noni, I; Ganzaroli, A; Pilotti, L				Noni, Ivan De; Ganzaroli, Andrea; Pilotti, Luciano			Spawning exaptive opportunities in European regions: The missing link in the smart specialization framework	RESEARCH POLICY												There is growing interest in how regions diversify into new growth paths and why those differ in their capacity to do so. The European Union has recently implemented a framework program, the smart specialization strategy, meant to forge the capacity of regions to lever on their already existing specializations to diversify into new technological pathways. This framework program has been strongly influenced by the dominant perspective in the literature of evolutionary economic geography that mainly emphasizes the role of technological relatedness and knowledge complexity. However, some scholars express their concern about the capacity of smart specialization strategy to promote radical and breakthrough innovation. Not to mention that very few regional studies discuss exaptation as a form of boundary breakthrough innovation unfolding the technological silent link between two separated technological evolutionary pathways. From this perspective, since exaptation might play a role as a complementary source of smart specialization, our contribution is to explore the impact of technological relatedness and knowledge complexity on the capacity of regions to spawn exaptive opportunities. In so doing, we reveal that, on the one hand, this capacity can be slowed down by a strategically predefined development process focusing on existing technologically related linkages; and on the other hand, extending the knowledge complexity of regional portfolio can positively balance the negative effect of technological relatedness in the long-run.					DE NONI, IVAN/AAF-2317-2021	DE NONI, IVAN/0000-0001-8746-6572; GANZAROLI, ANDREA/0000-0002-2270-1970													0048-7333	1873-7625				JUL	2021	50	6							104265	10.1016/j.respol.2021.104265	http://dx.doi.org/10.1016/j.respol.2021.104265		APR 2021											WOS:000646310500005
J	Martela, F; Unanue, J; Gómez, M; Unanue, W				Martela, Frank; Unanue, Jesus; Gomez, Marcos; Unanue, Wenceslao			Reciprocal Relations Between Meaning in Life, Beneficence, and Psychological Needs for Autonomy, Competence, and Relatedness: Evidence from a Three-Wave Longitudinal Study	JOURNAL OF HAPPINESS STUDIES												Meaning in life has been established as a key factor of human well-being and flourishing. Beneficence and the three psychological needs of self-determination theory-autonomy, competence, and relatedness-have all been individually studied as antecedents of meaningfulness. Yet, no previous research has examined them neither longitudinally nor simultaneously as predictors of meaning over time. In a three-wave longitudinal study in Chile (n: T1 = 1477, T2 = 820, T3 = 487) we examined the reciprocal relations between autonomy, competence, relatedness, beneficence, and meaning, using cross-lagged panel analysis. Taken individually, each of the four factors predicted meaning, and when entered simultaneously into the same model, competence, relatedness, and beneficence predicted meaning over time. Furthermore, we found that meaning predicted all four factors over time. Our results thus advance research on meaning in life by examining key predictors of it and showing that meaning itself predicts the same factors dynamically over time.					; Martela, Frank/I-2559-2012	Gomez Mella, Marcos Esteban/0000-0002-0795-9244; Martela, Frank/0000-0001-8664-551X													1389-4978	1573-7780				MAR	2024	25	3							29	10.1007/s10902-024-00741-y	http://dx.doi.org/10.1007/s10902-024-00741-y													WOS:001169044700001
C	Rahayu, L; Indardi; Apina, N		Rahmawati, IN; Witono, Y; Sharifuddin, J; Susanawati; Rineksane, IA		Rahayu, Lestari; Indardi; Apina, Nia			Motivation of Farmers in Cabbage Farming in Central Java Indonesia	PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON FOOD, AGRICULTURE AND NATURAL RESOURCES (FANRES 2018)	AER-Advances in Engineering Research				4th International Conference on Food, Agriculture and Natural Resources (FANRes)	SEP 12-14, 2018	Univ Muhammadiyah Yogyakarta, Yogyakarta, INDONESIA		Univ Muhammadiyah Yogyakarta			Increased cabbage production in Central Java is not followed by an increase in cabbage prices at the farm level. Farmers have cabbage farming motivation even though cabbage prices tend to fall and are not stable. This research aimed to describe the motivation of farmers in cabbage farming and to describe the relationship between influencing factors with a motivation of farmers in cabbage farming. This research was designed with descriptive analysis method. Central Java was chosen as the research location because it has a high cabbage production and is a recommended area for cabbage exports. The data analysis techniques were descriptive analysis and Rank Spearman Correlation. The result of the analysis showed that the motivation of farmers in cabbage farming is at the moderate level. Farmers have the need for existence at a moderate level, the need for relatedness at the highest level, and the need for growth at a low level. Age, formal education, training, counseling, farming experience, income and availability of capital have a significant relationship with the motivation of farmers in cabbage farming. It is necessary to provide special training and counseling to young farmers to increase the motivation of cabbage farmers.					Rahayu, Lestari/GZL-3861-2022; Rahayu, Lestari/ABX-8356-2022; Indardi, Indardi/CAF-5436-2022; Rahayu, Lestari/AAB-5977-2021	Rahayu, Lestari/0000-0002-1139-5277													2352-5401		978-94-6252-619-8				2018	172						20	25																WOS:000562072800005
J	Wang, WJ; Chen, SS; Shao, JA; Chu, JF; Yuan, Z				Wang, Weijiao; Chen, Shanshan; Shao, Jinan; Chu, Junfei; Yuan, Zhe			The impact of servitization on trade credit in manufacturing firms: a signaling theory perspective	INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT												PurposeThe aim of this study is to empirically test the link between servitization and trade credit in manufacturing firms as well as the boundary conditions of this link.Design/methodology/approachUsing a unique dataset of 4,974 observations covering 838 manufacturing firms publicly listed in the United States during 1990-2020, this study examines the impact of servitization on trade credit and the moderating impacts of financial slack and service relatedness based on fixed-effect regression models.FindingsThe authors find that servitization shows a U-shaped relationship with trade credit. Besides, financial slack negatively moderates this U-shaped relationship whereas service relatedness has no significant impact on this relationship.Originality/valueThis paper is the first to empirically verify the influence of servitization on trade credit in manufacturing firms based on longitudinal secondary data and signaling theory. The research findings can provide several important theoretical and managerial implications for scholars and practitioners in operations management.					chen, shanshan/E-6799-2015	Chu, Junfei/0000-0002-0895-7558; Shao, Jinan/0000-0002-1006-3465													0144-3577	1758-6593				FEB 7	2023	43	2					373	398		10.1108/IJOPM-02-2022-0100	http://dx.doi.org/10.1108/IJOPM-02-2022-0100		NOV 2022											WOS:000885327500001
J	Petruzzelli, AM				Petruzzelli, Antonio Messeni			The impact of technological relatedness, prior ties, and geographical distance on university-industry collaborations: A joint-patent analysis	TECHNOVATION												Empirical studies on R&D collaborations between universities and firms have mainly centered their attention on universities and firms' characteristics that favor the establishment of collaborative agreements. In this paper, I extend the current research framework investigating the role that specific technological and relational attributes may play on the relevance of such collaborations. Specifically, I focus on the effects exerted by three relevant factors, namely technological relatedness, prior collaboration ties, and geographical distance, on university-industry joint innovation value. I develop testable hypotheses about their impact on the innovative performance of R&D university-industry collaborations, and test them on a sample of 796 university-industry joint patents, developed by 33 universities located in 12 different European countries. Our results suggest that partners' technological relatedness has an inverted U-shaped relationship with innovation value. In addition, prior ties and geographical distance between universities and firms are both positively related to the achievement of higher innovative outcomes. (C) 2011 Elsevier Ltd. All rights reserved.						Messeni Petruzzelli, Antonio/0000-0002-6852-5167													0166-4972	1879-2383				JUL	2011	31	7					309	319		10.1016/j.technovation.2011.01.008	http://dx.doi.org/10.1016/j.technovation.2011.01.008													WOS:000292238500005
J	Krieger, T; Renner, L; Ruhose, J				Krieger, Tim; Renner, Laura; Ruhose, Jens			Long-term relatedness between countries and international migrant selection	JOURNAL OF INTERNATIONAL ECONOMICS												This paper studies the effect of the long-term relatedness between countries, measured by their genetic distance, on educational migrant selection. Analyzing bilateral migrant stocks of the 15 main destination countries and 85 sending countries for the year 2000, we find that migrant selection and genetic distance follow a nonlinearJ-shaped pattern: at low levels of genetic distance, increases in genetic distance reduce the positive selection of migration. However, at higher levels of genetic distance, this pattern is reversed and migration becomes more positively selected. We complement this finding by showing that the net benefits of genetic distance are strongly decreasing for low-skilled migrants with increasing genetic distance, while high-skilled migrants are less responsive to genetic distance in general. Results are robust to conditioning on bilateral control variables, including various destination- and sending-country-specific fixed effects and applying an instrumental-variables approach that exploits exogenous variation in genetic distances in the year 1500. (C) 2018 Elsevier B.V. All rights reserved.					Krieger, Tim/G-6241-2012	Krieger, Tim/0000-0003-0045-9172													0022-1996	1873-0353				JUL	2018	113						35	54		10.1016/j.jinteco.2018.04.002	http://dx.doi.org/10.1016/j.jinteco.2018.04.002													WOS:000441116700003
J	Zheng, C; Tsai, H				Zheng, Chen; Tsai, Henry			The moderating effect of board size on the relationship between diversification and tourism firm performance	TOURISM ECONOMICS												This study examines the effects of diversification strategy and board size on firm performance as well as the moderating effect of board size on the relationship between diversification strategy and firm performance in the Chinese tourism industry from 2008 to 2015. The results show that related diversification positively influenced Chinese tourism firm performance, and unrelated diversification negatively influenced it. Board size was found to negatively moderate the relationship between related diversification and firm performance and to positively moderate the relationship between unrelated diversification and firm performance. In addition, the results imply that small boards are beneficial to Chinese tourism firms when both related and unrelated diversification strategies are implemented.						Zheng, Chen/0000-0001-9636-595X; Tsai, Henry/0000-0002-7939-748X													1354-8166	2044-0375				NOV	2019	25	7					1084	1104		10.1177/1354816618823427	http://dx.doi.org/10.1177/1354816618823427													WOS:000484560900005
J	Deegan, J; Broekel, T; Fitjar, RD				Deegan, Jason; Broekel, Tom; Fitjar, Rune Dahl			Searching through the Haystack:The Relatedness and Complexity of Priorities in Smart Specialization Strategies	ECONOMIC GEOGRAPHY												This article examines which economic domains regional policy makers aim to develop in regional innovation strategies, focusing in particular on the complexity of those economic domains and their relatedness to other economic domains in the region. We build on the economic geography literature that advises policy makers to target related and complex economic domains, and assess the extent to which regions actually do this. The article draws on data from the smart specialization strategies of 128 NUTS-2 regions across Europe. While regions are more likely to select complex economic domains related to their current economic domain portfolio, complexity and relatedness figure independently, rather than in combination, in choosing priorities. We also find that regions in the same country tend to select the same priorities, contrary to the idea of a division of labor across regions that smart specialization implies. Overall, these findings suggest that smart specialization may be considerably less place based in practice than it is in theory. There is a need to develop better tools to inform regions' priority choices, given the importance of priority selection in smart specialization strategies and regional innovation policy more broadly.					Broekel, Tom/K-7048-2014; Fitjar, Rune Dahl/C-2580-2013	Broekel, Tom/0000-0003-4516-4626; Fitjar, Rune Dahl/0000-0001-5333-2701; Deegan, Jason/0000-0001-9190-8142													0013-0095	1944-8287				OCT 20	2021	97	5					497	520		10.1080/00130095.2021.1967739	http://dx.doi.org/10.1080/00130095.2021.1967739		SEP 2021											WOS:000698227000001
J	Whittle, A; Kogler, DF				Whittle, Adam; Kogler, Dieter F.			Related to what? Reviewing the literature on technological relatedness: Where we are now and where can we go?	PAPERS IN REGIONAL SCIENCE												The objective of this paper is to critically review contemporary insights derived from studies that focus on relatedness. A well-established body of literature has identified three approaches for measuring relatedness, those based on co-occurrence matrices, industrial hierarchy and resource similarity. From these measures, several authors have begun developing relational networks to capture the branching capabilities of products, industries, technologies and skills. Thereafter the present contribution then shifts from analysing 'what is' and begins considering what 'could be'? It argues that the concept of relatedness lies at the heart of deconstructing issues of unrelated diversification and smart specialisation.					Kogler, Dieter Franz/A-8496-2015	Kogler, Dieter Franz/0000-0002-6744-5632; Whittle, Adam/0000-0003-0462-3849													1056-8190	1435-5957				FEB	2020	99	1					97	113		10.1111/pirs.12481	http://dx.doi.org/10.1111/pirs.12481		NOV 2019											WOS:000497168100001
C	Zhu, NF; Zhang, M; Feng, DG; He, JS		Zhuge, H; Sun, X		Zhu, Nafei; Zhang, Min; Feng, Dengguo; He, Jingsha			How Well Can WordNet Measure Privacy: A Comparative Study?	2017 13TH INTERNATIONAL CONFERENCE ON SEMANTICS, KNOWLEDGE AND GRIDS (SKG 2017)	International Conference on Semantics Knowledge and Grids				13th International Conference on Semantics, Knowledge and Grids (SKG)	AUG 13-14, 2017	Beijing, PEOPLES R CHINA	Guangzhou Univ, Nanjing Univ Posts & Telecommunicat, Chinese Acad Sci, Chinese Acad, Inst Comp Technol, Natl Basic Res Program China				Privacy is a fundamental issue in big data. Meanwhile, determining semantic relationships between words and phrases in privacy is required for effective privacy protection to the data that originates from a variety of sources, a main characteristic of big data. WordNet has been used as one of the most popular ways of measuring semantic similarity between words. In this paper, through comparison analysis, we show that WordNet is not very adequate for measuring semantic similarity or relatedness between words when concerning privacy. The analysis consists of an experiment to get human rating scores as the benchmark dataset and the comparison between results from WordNet based measures and the benchmark dataset to reach the conclusion.					He, Jingsha/C-1598-2013														2325-0623		978-1-5386-2558-3				2017							45	49		10.1109/SKG.2017.00016	http://dx.doi.org/10.1109/SKG.2017.00016													WOS:000428137700008
J	Li, DY; Zhai, YJ; Chang, PJ; Merrill, J; Browning, MHEM; Sullivan, WC				Li, Dongying; Zhai, Yujia; Chang, Po-Ju; Merrill, Jeremy; Browning, Matthew H. E. M.; Sullivan, William C.			Nature deficit and senses: Relationships among childhood nature exposure and adulthood sensory profiles, creativity, and nature relatedness	LANDSCAPE AND URBAN PLANNING												Nature deficit poses critical developmental challenges to the future generations. Louv, for example, stated that children needs adequate nature exposure for healthy development of their sense, learning, and creativity. However, it remains unknown whether individuals having various levels of nature access during childhood may develop different sensory processing patterns. The current study reports relationships between retrospective life course measure of childhood nature exposure and sensory profiles in young adulthood. A cross-sectional survey was conducted in Shanghai, China, with 700 Chinese young adults (18-25 years old) who grew up in diverse geographies across the country. Sensory Profile was measured using the Adolescent/Adult Sensory Profile (AASP) with four quadrants; creativity using the Alternative Uses Task (AUT), and nature-relatedness using the Nature -Relatedness (NR) scale. Perceived childhood nature exposure was calculated as a cumulative score from up to three childhood home locations, weighted by duration of residency. Ordinary least square (OLS) and structural equation models (SEM) were fitted to examine the direct and indirect relationships. After adjusting for socio-demographic characteristics, low childhood nature exposure was associated with low sensory registration. Regarding the relationship between childhood nature exposure and adulthood creativity and nature-relatedness, significant direct paths and indirect paths through low sensory registration were observed. Results suggested that children who had lower levels of nature exposure grew up to exhibit a high tendency to miss subtle sensory stimuli, and this sensory processing pattern in turn is associated with lower levels of affinity to nature and creativity. Notwithstanding the preliminary nature of these findings, this study offers implications for designing child-friendly urban space that facilitates sensory explorations and allows children to acquire the ability to recognize various sensory inputs.					Sullivan, William C/B-4185-2013; Browning, Matthew/D-2111-2014	Browning, Matthew/0000-0003-2296-7602; zhai, yujia/0000-0002-7536-8374													0169-2046	1872-6062				OCT	2022	226								104489	10.1016/j.landurbplan.2022.104489	http://dx.doi.org/10.1016/j.landurbplan.2022.104489		JUL 2022											WOS:000829851400001
C	Koolen, M; Kamps, J		Clough, P; Foley, C; Gurrin, C; Jones, GJF; Kraaij, W; Lee, H; Murdoch, V		Koolen, Marijn; Kamps, Jaap			Are Semantically Related Links More Effective for Retrieval?	ADVANCES IN INFORMATION RETRIEVAL	Lecture Notes in Computer Science				33rd European Conference on Information Retrieval	APR 18-21, 2011	Dublin, IRELAND					Why do links work? Link-based ranking algorithms are based on the often implicit assumption that linked documents are semantically related to each other, and that link information is therefore useful for retrieval. Although the benefits of link information are well researched, this underlying assumption on why link evidence works remains untested, and the main aim of this paper is to do exactly that. Specifically, we use Wikipedia because it has a dense link structure in combination with a large category structure, which allows for an independent measurement of the semantic relatedness of linked documents. Our main findings are that: 1) global, query-independent link evidence, is not affected by the semantic nature of the links, and 2) for local, query-dependent link evidence, the effectiveness of links increases as their semantic distance decreases. That is, we directly observe that links between semantically related pages are more effective for ad hoc retrieval than links between unrelated ones. These findings confirm and quantify the underlying assumption of existing link-based methods, which sheds further light on our understanding of the nature of link evidence. Such deeper understanding is instrumental for the development of novel link-based methods.					Koolen, Marijn/AAI-3854-2020	Koolen, Marijn/0000-0002-0301-2029; Kamps, Jaap/0000-0002-6614-0087													0302-9743	1611-3349	978-3-642-20160-8				2011	6611						92	103																WOS:000301968000011
J	Montresor, S; Quatraro, F				Montresor, Sandro; Quatraro, Francesco			Regional Branching and Key Enabling Technologies: Evidence from European Patent Data	ECONOMIC GEOGRAPHY												This article investigates the role of key enabling technologies (KETs) in regional branching. Taking into account the general purpose properties of these technologies, and referring to recombinant innovation theories, we argue that KETs knowledge could attenuate the effect that regional branching ascribes to technological relatedness, giving regions more scope for their technological diversification strategies. Furthermore, we claim that regions could benefit from this KETs effect, even if they are followers in their development, thanks to interregional spillovers from closer KETs leaders. Combining regional patent and economic data from a thirty-year panel (1980-2010) of twenty-six European countries, we actually find that KETs negatively moderate the role of technological relatedness for regional specialization in new technological fields, captured by a revealed technology advantage index. KETs knowledge also increases the number of new technological specializations. This positive effect more than compensates the previous negative moderation effect, so that the net impact of KETs on regional branching is positive. Supportive evidence is also found for KETs cross-regional spillovers. Overall, the results provide scientific support for the recent European Commission recommendation to plug KETs into the policy toolbox for smart specialization strategies inspired by regional branching.					Montresor, Sandro/K-1833-2019; Quatraro, Francesco/S-3012-2017	Quatraro, Francesco/0000-0001-5746-2239; Montresor, Sandro/0000-0002-1195-901X													0013-0095	1944-8287					2017	93	4					367	396		10.1080/00130095.2017.1326810	http://dx.doi.org/10.1080/00130095.2017.1326810													WOS:000405346300004
J	Lahovnik, M; Malenkovic, V				Lahovnik, Matej; Malenkovic, Vladimir			Corporate acquisition strategies and economic performance - A case of Slovenia	ZBORNIK RADOVA EKONOMSKOG FAKULTETA U RIJECI-PROCEEDINGS OF RIJEKA FACULTY OF ECONOMICS												The purpose of this paper is to examine the factors that influenced the performance of acquisitions in Slovenia. The empirical research methodology is based on qualitative part (interviews by using questionnaire) and quantitative part (descriptive statistics, correlation, regression model). In the methodology subjective approach (performance perceived by managers) is combined with more objective criteria. The performance of an acquisition is measured by comparing the acquisition's motives with its outcomes. The acquisitions were divided into three types: horizontal, vertical and conglomerate. The result of this research implicates that the so-called strategic and organizational fit between companies involved in M&A play an important role in improving the operational performance of the acquired companies in the post-acquisition period. Successful acquirers not only had a background in detecting below-average or less than full potential performance, but they also had some skills and competencies to improve the performance of an acquired firm. The results of our study suggest the conclusion that increasing relatedness - especially with regard to certain competencies and skills - between companies involved in an acquisition increases the chances of success.																			1331-8004	1846-7520					2011	29	1					33	50																WOS:000293841700002
J	Tanner, AN				Tanner, Anne Nygaard			Regional Branching Reconsidered: Emergence of the Fuel Cell Industry in European Regions	ECONOMIC GEOGRAPHY												The literature on economic geography suffers from a lack of attention to the emergence of new industries. Recent literature on "regional branching" proposes that new industries emerge in regions where preexisting economic activities are technologically related to the emerging industry. This article provides a more grounded basis for the emerging literature on regional branching by confronting the regional branching thesis with the realities of an emerging industry, namely, the fuel cell industry. The analysis is based on patent data and qualitative interviews conducted in a selection of European NUTS2 (nomenclature of territorial units for statistics) regions. The findings can be summarized as follows. First, the analysis reveals that in the case of the emerging fuel cell industry, regional diversification is dominated by firm diversification, which complements previous studies' findings that entrepreneurial spin-offs dominate regional diversification. Second, the study corroborates the assumption that the process of regional branching relies on knowledge generated by nonindustrial actors such as universities and research institutes. Third, the findings suggest that care should be taken in ascribing the underlying logic of regional branching to the principle of technological relatedness alone. The article shows how some regional diversification processes occur in regions where preexisting economic activities are not technologically related to the emerging industry, for instance, when user industries apply new technologies to their product portfolio. The importance of further investigating and disentangling different dimensions of relatedness and their impact on regional branching is stressed.					Tanner, Anne/ABF-7112-2021	Tanner, Anne Nygaard/0000-0002-3145-908X													0013-0095	1944-8287				OCT	2014	90	4					403	427		10.1111/ecge.12055	http://dx.doi.org/10.1111/ecge.12055													WOS:000342628700003
J	Dogan, B; Chu, LK; Ghosh, S; Truong, HHD; Balsalobre-Lorente, D				Dogan, Buhari; Lan Khanh Chu; Ghosh, Sudeshna; Huong Hoang Diep Truong; Balsalobre-Lorente, Daniel			How environmental taxes and carbon emissions are related in the G7 economies?	RENEWABLE ENERGY												This paper explores the impact of an environmental tax on carbon emissions for the G7 nations from 1994 to 2014 and the importance of the major drivers of emissions such as energy use, economic complexity, natural resources rent and economic growth. The study also verifies the Environmental Kuznets Curve Hypothesis for the G7 countries and explores the marginal effects of an environmental tax on traditional energy consumption, natural resources rent and renewable energy consumption. This paper's unique contribution is that it investigates for the first time the moderating role of an environmental tax on renewable and non-renewable energy consumption, natural resources rent and CO2 emissions. The results suggest that environmental taxes effectively reduce emissions for the G7 countries and confirm that the marginal effects of the environmental tax on traditional energy consumption, natural resources rent and renewable energy consumption rise with the level of taxation in a statistically significant way. The findings indicate that strict environmental tax laws will allow businesses to shift production towards cleaner methods. Finally, the paper proposes that redistributing tax revenues to the research and development of sustainable technology programmes would empower the nations to achieve the United Nations' SDG-7 and SDG-13 goals. (C) 2022 Elsevier Ltd. All rights reserved.					Chu, Lan/AAJ-8841-2020; Truong, Huong/JCO-2202-2023; Balsalobre-Lorente, Daniel/AAB-4817-2019; ghosh, sudeshna/ABO-7294-2022; Truong, Huong/HRA-7389-2023	Chu, Lan/0000-0002-2932-5306; Balsalobre-Lorente, Daniel/0000-0002-6099-7899; ghosh, sudeshna/0000-0002-2026-1676; Truong, Huong/0000-0003-0929-0166													0960-1481	1879-0682				MAR	2022	187						645	656		10.1016/j.renene.2022.01.077	http://dx.doi.org/10.1016/j.renene.2022.01.077		FEB 2022											WOS:000813713200005
J	He, YB; Lin, T; Zhang, S				He, Yubing; Lin, Ting; Zhang, Si			Does complementary technology within an ecosystem affect disruptive innovation? Evidence from Chinese electric vehicle listed firms	TECHNOLOGY IN SOCIETY												Complementary technologies are argued to be crucial elements for disruptive innovation. This is even truer in the consistent structure of ecosystems surrounding core disruptive innovations, where firms take interdependence as the premise to provide complementary technologies and create value jointly. Existing research at the disruptive innovation-ecosystem intersection spans a wide range of theoretical perspectives. However, it is still inconclusive about what types of complementary technology configurations might be most useful for the firms they collaborate with to create disruptive innovation. In an attempt to address these gaps, we consider diversity, quality, and novelty as distinguishing structural characteristics of complementary technologies. Empirical evidence from the Chinese electric vehicle listed firms from 2010 to 2019 reveals that the diversity, quality, and novelty of complementary technologies within ecosystems all contribute to subsequent disruptive innovation. Furthermore, we find an inverted U-shaped moderating effect of technological relatedness on the relationship between complementary technologies and disruptive innovation. At intermediate levels of technological relatedness, complementary technologies have greater benefits for disruptive innovation but are comparatively weaker when technological relatedness is low or high. Our findings crystallise a nuanced understanding of how firms orchestrate complementary activities within ecosystems in the disruptive innovation process, thus narrowing the gap with the technological frontier.						Zhang, Si/0000-0003-2642-5368; Lin, Ting/0000-0002-7016-5092													0160-791X	1879-3274				AUG	2023	74								102330	10.1016/j.techsoc.2023.102330	http://dx.doi.org/10.1016/j.techsoc.2023.102330		JUL 2023											WOS:001071274300001
C	Raiziene, S; Garckija, R; Gabrialaviciute, I		Bekirogullari, Z; Minas, MY; Thambusamy, RX		Raiziene, Saule; Garckija, Renata; Gabrialaviciute, Ingrida			DYNAMIC INTERACTIONS BETWEEN TEACHER INVOLVEMENT AND SATISFACTION OF STUDENTS' BASIC PSYCHOLOGICAL NEEDS'	INTERNATIONAL CONFERENCE ON EDUCATION AND EDUCATIONAL PSYCHOLOGY (8TH ICEEPSY)	European Proceedings of Social and Behavioural Sciences				8th International Conference on Education and Educational Psychology (ICEEPSY)	OCT 11-14, 2017	Porto Univ, Fac Med, Porto, PORTUGAL	Centro Investigacao Medica Rua Doutor Placido Costa	Porto Univ, Fac Med			The present three-wave longitudinal study explores the importance of teacher need supportive behavior for students' motivational processes. The purpose of this study was to examine the reciprocal associations between teacher involvement and the satisfaction of students' basic psychological needs for autonomy, competence, and relatedness. A total of 795 students from the 9th to the 11th grade with mean age of 16.16 years (49.8% female) completed questionnaires about satisfaction of three basic psychological needs and perceptions of teachers' interpersonal involvement at three measurement points 5 to 6 months apart during one and a half school year. To address main goal a cross-lagged analysis was performed. Results revealed half-year stability and within-time correlations of the study constructs. Cross-lagged effects highlighted that teacher involvement positively influenced the satisfaction of the need for relatedness, while the inverse effect was not significant. Students' perception of higher teacher involvement leads to higher satisfaction of need for relatedness, however the higher level of relatedness need satisfaction does not make students more inclined to perceive their teachers as more interpersonally involved. Findings suggest that educators play an essential role in the development of students' motivational processes, and sustaining warm and caring teacher-student relationships should be a priority for teachers. (C) 2017 Published by Future Academy www. FutureAcademy. org. UK																				2357-1330					2017	31						838	847		10.15405/epsbs.2017.10.81	http://dx.doi.org/10.15405/epsbs.2017.10.81													WOS:000431390200081
